game_date,away_team,home_team,venue,scheduled_time,status
2026-05-13,삼성,LG,잠실,18:30,종료
2026-05-13,NC,롯데,사직,18:30,종료
2026-05-13,SSG,KT,수원,18:30,종료
2026-05-13,두산,KIA,광주,18:30,종료
2026-05-13,한화,키움,고척,18:30,종료
