game_date,away_team,home_team,venue,scheduled_time,status
2026-09-20,한화,LG,잠실,14:00,종료
2026-09-20,삼성,롯데,사직,14:00,종료
2026-09-20,키움,SSG,문학,14:00,종료
2026-09-20,두산,KT,수원,14:00,종료
2026-09-20,KIA,NC,창원,14:00,종료
