game_date,away_team,home_team,venue,scheduled_time,status
2026-09-02,LG,두산,잠실,18:30,종료
2026-09-02,롯데,삼성,대구,18:30,종료
2026-09-02,한화,KT,수원,18:30,종료
2026-09-02,KIA,NC,창원,18:30,종료
2026-09-02,SSG,키움,고척,18:30,종료
