game_date,away_team,home_team,venue,scheduled_time,status
2026-09-22,NC,삼성,대구,18:30,종료
2026-09-22,KT,SSG,문학,18:30,종료
2026-09-22,롯데,한화,대전,18:30,종료
2026-09-22,두산,키움,고척,18:30,종료
