game_date,away_team,home_team,venue,scheduled_time,status
2026-06-06,KT,SSG,문학,14:00,종료
2026-06-06,키움,두산,잠실,17:00,종료
2026-06-06,한화,롯데,사직,17:00,종료
2026-06-06,삼성,KIA,광주,17:00,종료
2026-06-06,LG,NC,창원,17:00,종료
