game_date,away_team,home_team,venue,scheduled_time,status
2026-08-22,KIA,키움,고척,18:00,종료
2026-08-22,롯데,두산,잠실,19:00,예정
2026-08-22,KT,SSG,문학,19:00,예정
2026-08-22,삼성,NC,창원,19:00,종료
2026-08-22,LG,한화,대전,19:00,예정
