game_date,away_team,home_team,venue,scheduled_time,status
2026-05-29,KIA,LG,잠실,18:30,종료
2026-05-29,두산,삼성,대구,18:30,종료
2026-05-29,롯데,NC,창원,18:30,종료
2026-05-29,SSG,한화,대전,18:30,종료
2026-05-29,KT,키움,고척,18:30,종료
