game_date,away_team,home_team,venue,scheduled_time,status
2026-09-11,키움,삼성,대구,18:30,종료
2026-09-11,KT,롯데,사직,18:30,종료
2026-09-11,SSG,KIA,광주,18:30,종료
2026-09-11,NC,한화,대전,18:30,종료
