game_date,away_team,home_team,venue,scheduled_time,status
2026-06-13,롯데,LG,잠실,17:00,종료
2026-06-13,SSG,삼성,대구,17:00,종료
2026-06-13,두산,KIA,광주,17:00,종료
2026-06-13,NC,KT,수원,17:00,종료
2026-06-13,한화,키움,고척,17:00,종료
