game_date,away_team,home_team,venue,scheduled_time,status
2026-07-29,키움,LG,잠실,18:30,종료
2026-07-29,KIA,삼성,대구,18:30,종료
2026-07-29,두산,SSG,문학,18:30,종료
2026-07-29,KT,NC,창원,18:30,종료
2026-07-29,롯데,한화,대전,18:30,종료
