game_date,away_team,home_team,venue,scheduled_time,status
2026-05-15,롯데,두산,잠실,18:30,종료
2026-05-15,LG,SSG,문학,18:30,종료
2026-05-15,KIA,삼성,대구,18:30,종료
2026-05-15,키움,NC,창원,18:30,종료
2026-05-15,한화,KT,수원,18:30,종료
