game_date,away_team,home_team,venue,scheduled_time,status
2026-05-26,KT,두산,잠실,18:30,종료
2026-05-26,LG,롯데,사직,18:30,종료
2026-05-26,삼성,SSG,문학,18:30,예정
2026-05-26,한화,NC,창원,18:30,예정
2026-05-26,KIA,키움,고척,18:30,종료
