game_date,away_team,home_team,venue,scheduled_time,status
2026-09-16,삼성,두산,잠실,18:30,종료
2026-09-16,SSG,롯데,사직,18:30,종료
2026-09-16,LG,NC,창원,18:30,종료
2026-09-16,KT,한화,대전,18:30,종료
