game_date,away_team,home_team,venue,scheduled_time,status
2026-08-08,KIA,LG,잠실,18:00,예정
2026-08-08,두산,삼성,대구,18:00,예정
2026-08-08,롯데,KT,수원,18:00,예정
2026-08-08,SSG,NC,창원,18:00,예정
2026-08-08,키움,한화,대전,18:00,예정
