game_date,away_team,home_team,venue,scheduled_time,status
2026-09-04,삼성,LG,잠실,18:30,종료
2026-09-04,한화,롯데,사직,18:30,종료
2026-09-04,두산,SSG,문학,18:30,종료
2026-09-04,KT,KIA,광주,18:30,종료
2026-09-04,NC,키움,고척,18:30,종료
