game_date,away_team,home_team,venue,scheduled_time,status
2026-06-05,키움,두산,잠실,18:30,종료
2026-06-05,한화,롯데,사직,18:30,종료
2026-06-05,KT,SSG,문학,18:30,종료
2026-06-05,삼성,KIA,광주,18:30,종료
2026-06-05,LG,NC,창원,18:30,종료
