game_date,away_team,home_team,venue,scheduled_time,status
2026-07-24,삼성,두산,잠실,18:30,종료
2026-07-24,KT,롯데,사직,18:30,종료
2026-07-24,NC,SSG,문학,18:30,종료
2026-07-24,키움,KIA,광주,18:30,종료
2026-07-24,LG,한화,대전,18:30,종료
