game_date,away_team,home_team,venue,scheduled_time,status
2026-05-24,키움,LG,잠실,14:00,종료
2026-05-24,삼성,롯데,사직,14:00,종료
2026-05-24,SSG,KIA,광주,14:00,종료
2026-05-24,NC,KT,수원,14:00,종료
2026-05-24,두산,한화,대전,14:00,종료
