game_date,away_team,home_team,venue,scheduled_time,status
2026-06-21,롯데,키움,고척,14:00,종료
2026-06-21,두산,LG,잠실,17:00,종료
2026-06-21,KIA,KT,수원,17:00,종료
2026-06-21,SSG,NC,창원,17:00,종료
2026-06-21,삼성,한화,대전,17:00,종료
