game_date,away_team,home_team,venue,scheduled_time,status
2026-08-09,KIA,LG,잠실,18:00,예정
2026-08-09,두산,삼성,대구,18:00,예정
2026-08-09,롯데,KT,수원,18:00,예정
2026-08-09,SSG,NC,창원,18:00,예정
2026-08-09,키움,한화,대전,18:00,예정
