game_date,away_team,home_team,venue,scheduled_time,status
2026-08-18,KT,LG,잠실,19:00,종료
2026-08-18,SSG,삼성,대구,19:00,종료
2026-08-18,키움,롯데,사직,19:00,종료
2026-08-18,두산,NC,창원,19:00,종료
2026-08-18,KIA,한화,대전,19:00,종료
