game_date,away_team,home_team,venue,scheduled_time,status
2026-09-03,LG,두산,잠실,18:30,종료
2026-09-03,롯데,삼성,대구,18:30,종료
2026-09-03,한화,KT,수원,18:30,종료
2026-09-03,KIA,NC,창원,18:30,예정
2026-09-03,SSG,키움,고척,18:30,종료
