game_date,away_team,home_team,venue,scheduled_time,status
2026-08-23,KIA,키움,고척,14:00,종료
2026-08-23,롯데,두산,잠실,19:00,종료
2026-08-23,KT,SSG,문학,19:00,종료
2026-08-23,삼성,NC,창원,19:00,종료
2026-08-23,LG,한화,대전,19:00,종료
