game_date,away_team,home_team,venue,scheduled_time,status
2026-06-14,한화,키움,고척,14:00,종료
2026-06-14,롯데,LG,잠실,17:00,종료
2026-06-14,SSG,삼성,대구,17:00,종료
2026-06-14,두산,KIA,광주,17:00,종료
2026-06-14,NC,KT,수원,17:00,예정
