game_date,away_team,home_team,venue,scheduled_time,status
2026-06-04,한화,두산,잠실,18:30,종료
2026-06-04,NC,삼성,대구,18:30,종료
2026-06-04,키움,SSG,문학,18:30,종료
2026-06-04,롯데,KIA,광주,18:30,종료
2026-06-04,LG,KT,수원,18:30,종료
