game_date,away_team,home_team,venue,scheduled_time,status
2026-06-17,KT,두산,잠실,18:30,종료
2026-06-17,키움,삼성,대구,18:30,종료
2026-06-17,롯데,SSG,문학,18:30,종료
2026-06-17,LG,KIA,광주,18:30,종료
2026-06-17,한화,NC,창원,18:30,종료
