game_date,away_team,home_team,venue,scheduled_time,status
2026-08-11,한화,두산,잠실,19:00,종료
2026-08-11,롯데,SSG,문학,19:00,종료
2026-08-11,삼성,KIA,광주,19:00,종료
2026-08-11,KT,NC,창원,19:00,종료
2026-08-11,LG,키움,고척,19:00,종료
