game_date,away_team,home_team,venue,scheduled_time,status
2026-08-07,KIA,LG,잠실,18:30,예정
2026-08-07,두산,삼성,대구,18:30,예정
2026-08-07,롯데,KT,수원,18:30,예정
2026-08-07,SSG,NC,창원,18:30,예정
2026-08-07,키움,한화,대전,18:30,예정
