game_date,away_team,home_team,venue,scheduled_time,status
2026-07-07,SSG,두산,잠실,18:30,종료
2026-07-07,LG,삼성,대구,18:30,종료
2026-07-07,KIA,롯데,사직,18:30,종료
2026-07-07,키움,KT,수원,18:30,종료
2026-07-07,NC,한화,대전,18:30,종료
