game_date,season,home_team,away_team,home_score,away_score,winner,status,venue,doubleheader,source,collected_at
2024-09-10,2024,SSG,한화,5.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-10,2024,키움,두산,7.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-11,2024,KT,NC,2.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-11,2024,LG,키움,5.0,9.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-11,2024,SSG,롯데,2.0,10.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-11,2024,한화,삼성,1.0,10.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-12,2024,KIA,롯데,10.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-12,2024,KT,NC,10.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-12,2024,LG,키움,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-12,2024,한화,삼성,1.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-13,2024,SSG,LG,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-13,2024,두산,NC,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-13,2024,롯데,한화,4.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-14,2024,KIA,키움,3.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-14,2024,NC,LG,7.0,10.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-14,2024,SSG,삼성,11.0,9.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-14,2024,두산,KT,2.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-14,2024,롯데,한화,12.0,9.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-15,2024,KIA,키움,5.0,10.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-15,2024,NC,LG,4.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-15,2024,SSG,삼성,14.0,9.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-15,2024,롯데,한화,16.0,9.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-16,2024,KT,KIA,5.0,11.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-16,2024,두산,키움,5.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-17,2024,NC,한화,1.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-17,2024,SSG,KIA,2.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-17,2024,두산,삼성,8.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-17,2024,롯데,LG,7.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-17,2024,키움,KT,2.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-18,2024,KT,삼성,6.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-18,2024,NC,한화,5.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-18,2024,롯데,LG,3.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-19,2024,KT,삼성,12.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-19,2024,NC,한화,6.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-19,2024,SSG,키움,8.0,6.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-19,2024,두산,KIA,9.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-19,2024,롯데,LG,4.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-20,2024,LG,두산,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-20,2024,NC,롯데,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-20,2024,SSG,키움,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-21,2024,KIA,NC,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-21,2024,KT,SSG,1.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-21,2024,LG,두산,7.0,14.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-21,2024,삼성,키움,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-21,2024,한화,롯데,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-22,2024,KIA,NC,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2024-09-22,2024,KT,SSG,2.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-22,2024,LG,두산,9.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-22,2024,삼성,키움,9.0,8.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-22,2024,한화,롯데,8.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-23,2024,KIA,삼성,5.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-23,2024,두산,SSG,8.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-23,2024,한화,롯데,2.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-24,2024,KIA,삼성,7.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-24,2024,KT,롯데,5.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-24,2024,SSG,LG,5.0,14.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-24,2024,두산,NC,10.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-24,2024,키움,한화,5.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-25,2024,KIA,롯데,2.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-25,2024,LG,한화,2.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-25,2024,NC,SSG,2.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-25,2024,삼성,키움,6.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-26,2024,LG,키움,6.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-26,2024,NC,SSG,1.0,10.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-26,2024,롯데,두산,3.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-27,2024,KT,키움,8.0,7.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-27,2024,롯데,NC,13.0,6.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-27,2024,한화,KIA,8.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-28,2024,KT,키움,10.0,7.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-28,2024,NC,두산,3.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-28,2024,롯데,KIA,8.0,12.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-28,2024,삼성,LG,4.0,11.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-28,2024,한화,SSG,2.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-29,2024,한화,NC,2.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-30,2024,KIA,NC,10.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-09-30,2024,SSG,키움,7.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2024-10-01,2024,NC,롯데,1.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-22,2025,KIA,NC,9.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-22,2025,KT,한화,3.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-22,2025,LG,롯데,12.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-22,2025,SSG,두산,6.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-22,2025,삼성,키움,13.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-23,2025,KIA,NC,4.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-23,2025,KT,한화,5.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-23,2025,LG,롯데,10.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-23,2025,SSG,두산,5.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-23,2025,삼성,키움,11.0,7.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-25,2025,KIA,키움,11.0,6.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-25,2025,KT,두산,8.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-25,2025,LG,한화,5.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-25,2025,SSG,롯데,2.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-25,2025,삼성,NC,14.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-26,2025,KIA,키움,10.0,17.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-26,2025,KT,두산,2.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-26,2025,LG,한화,4.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-26,2025,SSG,롯데,3.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-26,2025,삼성,NC,6.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-27,2025,KIA,키움,3.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-27,2025,KT,두산,4.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-27,2025,LG,한화,2.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-27,2025,SSG,롯데,5.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-27,2025,삼성,NC,5.0,11.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-28,2025,NC,LG,4.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-28,2025,두산,삼성,2.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-28,2025,롯데,KT,0.0,2.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-28,2025,키움,SSG,9.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-28,2025,한화,KIA,7.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-29,2025,NC,LG,4.0,14.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-29,2025,두산,삼성,2.0,13.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-29,2025,롯데,KT,3.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-29,2025,키움,SSG,3.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-29,2025,한화,KIA,5.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-30,2025,NC,LG,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-03-30,2025,두산,삼성,2.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-30,2025,롯데,KT,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-03-30,2025,키움,SSG,2.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-03-30,2025,한화,KIA,3.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-01,2025,KIA,삼성,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-01,2025,KT,LG,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-01,2025,NC,SSG,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-01,2025,두산,키움,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-01,2025,한화,롯데,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-02,2025,KIA,삼성,2.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-02,2025,KT,LG,9.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-02,2025,NC,SSG,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-02,2025,두산,키움,5.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-02,2025,한화,롯데,2.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-03,2025,KIA,삼성,3.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-03,2025,KT,LG,1.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-03,2025,NC,SSG,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-03,2025,두산,키움,6.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-03,2025,한화,롯데,2.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-04,2025,LG,KIA,8.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-04,2025,SSG,KT,3.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-04,2025,롯데,두산,3.0,15.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-04,2025,삼성,한화,5.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-04,2025,키움,NC,5.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-05,2025,LG,KIA,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-05,2025,SSG,KT,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-05,2025,롯데,두산,6.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-05,2025,삼성,한화,6.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-05,2025,키움,NC,5.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-06,2025,LG,KIA,5.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-06,2025,SSG,KT,1.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-06,2025,롯데,두산,12.0,15.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-06,2025,삼성,한화,10.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-06,2025,키움,NC,2.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-08,2025,KT,NC,3.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-08,2025,두산,한화,6.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-08,2025,롯데,KIA,4.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-08,2025,삼성,SSG,7.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-08,2025,키움,LG,1.0,13.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-09,2025,KT,NC,4.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-09,2025,두산,한화,4.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-09,2025,롯데,KIA,1.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-09,2025,삼성,SSG,1.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-09,2025,키움,LG,4.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-10,2025,KT,NC,0.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-10,2025,두산,한화,2.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-10,2025,롯데,KIA,8.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-10,2025,삼성,SSG,3.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-10,2025,키움,LG,3.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-11,2025,KIA,SSG,3.0,9.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-11,2025,KT,삼성,5.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-11,2025,LG,두산,5.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-11,2025,NC,롯데,5.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-11,2025,한화,키움,12.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-12,2025,KIA,SSG,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-12,2025,KT,삼성,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-12,2025,LG,두산,4.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-12,2025,NC,롯데,0.0,2.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-12,2025,한화,키움,2.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-13,2025,KIA,SSG,11.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-13,2025,KT,삼성,6.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-13,2025,LG,두산,2.0,9.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-13,2025,NC,롯데,9.0,6.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-13,2025,한화,키움,7.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-15,2025,KIA,KT,1.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-15,2025,LG,삼성,3.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-15,2025,NC,두산,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-15,2025,SSG,한화,0.0,2.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-15,2025,롯데,키움,8.0,6.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-16,2025,KIA,KT,0.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-16,2025,LG,삼성,12.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-16,2025,NC,두산,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-16,2025,SSG,한화,4.0,10.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-16,2025,롯데,키움,6.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-17,2025,KIA,KT,5.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-17,2025,LG,삼성,3.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-17,2025,NC,두산,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-17,2025,SSG,한화,2.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-17,2025,롯데,키움,7.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-18,2025,SSG,LG,1.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-18,2025,두산,KIA,7.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-18,2025,삼성,롯데,1.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-18,2025,키움,KT,4.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-18,2025,한화,NC,12.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-19,2025,SSG,LG,4.0,11.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-19,2025,두산,KIA,4.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-19,2025,삼성,롯데,10.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-19,2025,키움,KT,1.0,11.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-19,2025,한화,NC,7.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-20,2025,SSG,LG,9.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-20,2025,두산,KIA,2.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-20,2025,삼성,롯데,3.0,4.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-20,2025,키움,KT,0.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-20,2025,한화,NC,7.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-22,2025,KT,SSG,9.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-22,2025,LG,NC,5.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-22,2025,롯데,한화,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-22,2025,삼성,KIA,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-22,2025,키움,두산,5.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-23,2025,KT,SSG,5.0,11.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-23,2025,LG,NC,3.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-23,2025,롯데,한화,4.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-23,2025,삼성,KIA,7.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-23,2025,키움,두산,2.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-24,2025,KT,SSG,5.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-24,2025,LG,NC,1.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-24,2025,롯데,한화,5.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-24,2025,삼성,KIA,17.0,5.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-24,2025,키움,두산,3.0,9.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-25,2025,KIA,LG,5.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-25,2025,SSG,키움,4.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-25,2025,두산,롯데,2.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-25,2025,삼성,NC,10.0,6.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-25,2025,한화,KT,1.0,2.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-26,2025,KIA,LG,8.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-26,2025,SSG,키움,1.0,2.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-26,2025,두산,롯데,4.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-26,2025,삼성,NC,9.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-26,2025,한화,KT,2.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-27,2025,KIA,LG,3.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-27,2025,SSG,키움,3.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-27,2025,두산,롯데,13.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-27,2025,삼성,NC,8.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-27,2025,한화,KT,4.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-29,2025,KIA,NC,13.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-29,2025,SSG,삼성,1.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-29,2025,두산,KT,2.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-29,2025,키움,롯데,3.0,9.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-29,2025,한화,LG,3.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-30,2025,KIA,NC,0.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-30,2025,SSG,삼성,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-04-30,2025,두산,KT,3.0,8.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-30,2025,키움,롯데,9.0,10.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-04-30,2025,한화,LG,5.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-01,2025,KIA,NC,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-05-01,2025,SSG,삼성,4.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-01,2025,두산,KT,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-05-01,2025,키움,롯데,0.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-01,2025,한화,LG,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-05-02,2025,KIA,한화,2.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-02,2025,KT,키움,3.0,5.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-02,2025,LG,SSG,1.0,2.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-02,2025,롯데,NC,4.0,3.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-02,2025,삼성,두산,6.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-03,2025,KIA,한화,,,미정,예정,,N,KBO,2026-05-05 13:29:00
2025-05-03,2025,KT,키움,9.0,0.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-03,2025,LG,SSG,4.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-03,2025,롯데,NC,4.0,13.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-03,2025,삼성,두산,1.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-04,2025,KIA,한화,1.0,3.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-04,2025,KT,키움,5.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-04,2025,LG,SSG,12.0,4.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-04,2025,롯데,NC,6.0,9.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-04,2025,삼성,두산,6.0,11.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-05,2025,KT,NC,2.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-05,2025,두산,LG,5.0,2.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-05,2025,롯데,SSG,1.0,7.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-05,2025,키움,KIA,1.0,13.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-05,2025,한화,삼성,3.0,1.0,홈승,종료,,N,KBO,2026-05-05 13:29:00
2025-05-06,2025,KT,NC,3.0,6.0,원정승,종료,,N,KBO,2026-05-05 13:29:00
