game_date,home_team,away_team,home_score,away_score,home_win,home_starter,away_starter,stadium,status
2024-04-12,두산,LG,1,2,0,,,잠실,종료
2024-04-12,삼성,NC,3,8,0,,,대구,종료
2024-04-12,KT,SSG,8,3,1,,,수원,종료
2024-04-12,키움,롯데,9,4,1,,,고척,종료
2024-04-13,한화,KIA,9,11,0,,,한밭,종료
2024-04-13,두산,LG,5,2,1,,,잠실,종료
2024-04-13,삼성,NC,3,4,0,,,대구,종료
2024-04-13,KT,SSG,8,11,0,,,수원,종료
2024-04-13,키움,롯데,8,1,1,,,고척,종료
2024-04-14,한화,KIA,2,5,0,,,한밭,종료
2024-04-14,두산,LG,9,5,1,,,잠실,종료
2024-04-14,삼성,NC,12,5,1,,,대구,종료
2024-04-14,KT,SSG,1,8,0,,,수원,종료
2024-04-14,키움,롯데,7,5,1,,,고척,종료
2024-04-16,LG,롯데,7,2,1,,,잠실,종료
2024-04-16,SSG,KIA,6,4,1,,,문학,종료
2024-04-16,삼성,두산,7,5,1,,,대구,종료
2024-04-16,NC,한화,4,7,0,,,창원,종료
2024-04-16,키움,KT,6,3,1,,,고척,종료
2024-04-17,LG,롯데,6,5,1,,,잠실,종료
2024-04-17,SSG,KIA,3,11,0,,,문학,종료
2024-04-17,삼성,두산,9,2,1,,,대구,종료
2024-04-17,NC,한화,4,3,1,,,창원,종료
2024-04-17,키움,KT,4,6,0,,,고척,종료
2024-04-18,LG,롯데,2,9,0,,,잠실,종료
2024-04-18,SSG,KIA,7,5,1,,,문학,종료
2024-04-18,삼성,두산,5,2,1,,,대구,종료
2024-04-18,NC,한화,,,,,,창원,예정
2024-04-18,키움,KT,0,3,0,,,고척,종료
2024-04-19,한화,삼성,6,1,1,,,한밭,종료
2024-04-19,두산,키움,19,8,1,,,잠실,종료
2024-04-19,SSG,LG,1,4,0,,,문학,종료
2024-04-19,롯데,KT,4,3,1,,,사직,종료
2024-04-19,KIA,NC,4,3,1,,,광주,종료
2024-04-20,한화,삼성,0,1,0,,,한밭,종료
2024-04-20,두산,키움,,,,,,잠실,예정
2024-04-20,SSG,LG,,,,,,문학,예정
2024-04-20,롯데,KT,,,,,,사직,예정
2024-04-20,KIA,NC,9,2,1,,,광주,종료
2024-04-21,한화,삼성,3,5,0,,,한밭,종료
2024-04-21,KIA,NC,4,15,0,,,광주,종료
2024-04-21,두산,키움,4,8,0,,,잠실,종료
2024-04-21,SSG,LG,8,10,0,,,문학,종료
2024-04-21,롯데,KT,,,,,,사직,예정
2024-04-23,두산,NC,4,3,1,,,잠실,종료
2024-04-23,롯데,SSG,,,,,,사직,예정
2024-04-23,삼성,LG,7,3,1,,,대구,종료
2024-04-23,KT,한화,9,6,1,,,수원,종료
2024-04-23,키움,KIA,2,5,0,,,고척,종료
2024-04-24,두산,NC,1,3,0,,,잠실,종료
2024-04-24,롯데,SSG,7,12,0,,,사직,종료
2024-04-24,삼성,LG,6,0,1,,,대구,종료
2024-04-24,KT,한화,7,1,1,,,수원,종료
2024-04-24,키움,KIA,4,6,0,,,고척,종료
2024-04-25,두산,NC,7,3,1,,,잠실,종료
2024-04-25,롯데,SSG,6,3,1,,,사직,종료
2024-04-25,삼성,LG,2,8,0,,,대구,종료
2024-04-25,KT,한화,9,0,1,,,수원,종료
2024-04-25,키움,KIA,2,13,0,,,고척,종료
2024-04-26,한화,두산,5,10,0,,,한밭,종료
2024-04-26,LG,KIA,7,6,1,,,잠실,종료
2024-04-26,SSG,KT,5,2,1,,,문학,종료
2024-04-26,NC,롯데,4,0,1,,,창원,종료
2024-04-26,키움,삼성,0,3,0,,,고척,종료
2024-04-27,LG,KIA,6,3,1,,,잠실,종료
2024-04-27,한화,두산,10,5,1,,,한밭,종료
2024-04-27,SSG,KT,2,5,0,,,문학,종료
2024-04-27,NC,롯데,2,0,1,,,창원,종료
2024-04-27,키움,삼성,0,11,0,,,고척,종료
2024-04-28,한화,두산,8,17,0,,,한밭,종료
2024-04-28,LG,KIA,7,10,0,,,잠실,종료
2024-04-28,SSG,KT,11,6,1,,,문학,종료
2024-04-28,NC,롯데,5,3,1,,,창원,종료
2024-04-28,키움,삼성,6,11,0,,,고척,종료
2024-04-30,한화,SSG,8,2,1,,,한밭,종료
2024-04-30,두산,삼성,4,0,1,,,잠실,종료
2024-04-30,롯데,키움,7,9,0,,,사직,종료
2024-04-30,NC,LG,8,0,1,,,창원,종료
2024-04-30,KIA,KT,4,11,0,,,광주,종료
2024-05-01,한화,SSG,7,8,0,,,한밭,종료
2024-05-01,두산,삼성,2,9,0,,,잠실,종료
2024-05-01,롯데,키움,3,6,0,,,사직,종료
2024-05-01,NC,LG,1,10,0,,,창원,종료
2024-05-01,KIA,KT,9,1,1,,,광주,종료
2024-05-02,한화,SSG,3,4,0,,,한밭,종료
2024-05-02,두산,삼성,2,4,0,,,잠실,종료
2024-05-02,롯데,키움,6,5,1,,,사직,종료
2024-05-02,NC,LG,4,5,0,,,창원,종료
2024-05-02,KIA,KT,5,12,0,,,광주,종료
2024-05-03,LG,두산,4,6,0,,,잠실,종료
2024-05-03,SSG,NC,5,19,0,,,문학,종료
2024-05-03,삼성,롯데,7,8,0,,,대구,종료
2024-05-03,KT,키움,2,1,1,,,수원,종료
2024-05-03,KIA,한화,2,4,0,,,광주,종료
2024-05-04,LG,두산,2,3,0,,,잠실,종료
2024-05-04,SSG,NC,6,8,0,,,문학,종료
2024-05-04,삼성,롯데,2,9,0,,,대구,종료
2024-05-04,KT,키움,6,2,1,,,수원,종료
2024-05-04,KIA,한화,10,2,1,,,광주,종료
2024-05-05,LG,두산,,,,,,잠실,예정
2024-05-05,SSG,NC,,,,,,문학,예정
2024-05-05,삼성,롯데,,,,,,대구,예정
2024-05-05,KT,키움,,,,,,수원,예정
2024-05-05,KIA,한화,,,,,,광주,예정
2024-05-07,LG,SSG,2,4,0,,,잠실,종료
2024-05-07,롯데,한화,,,,,,사직,예정
2024-05-07,삼성,KIA,,,,,,대구,예정
2024-05-07,KT,NC,,,,,,수원,예정
2024-05-07,키움,두산,4,13,0,,,고척,종료
2024-05-08,LG,SSG,8,5,1,,,잠실,종료
2024-05-08,롯데,한화,6,1,1,,,사직,종료
2024-05-08,삼성,KIA,2,4,0,,,대구,종료
2024-05-08,KT,NC,7,6,1,,,수원,종료
2024-05-08,키움,두산,1,6,0,,,고척,종료
2024-05-09,LG,SSG,3,1,1,,,잠실,종료
2024-05-09,롯데,한화,18,5,1,,,사직,종료
2024-05-09,삼성,KIA,5,2,1,,,대구,종료
2024-05-09,KT,NC,6,2,1,,,수원,종료
2024-05-09,키움,두산,2,5,0,,,고척,종료
2024-05-10,한화,키움,5,4,1,,,한밭,종료
2024-05-10,두산,KT,7,3,1,,,잠실,종료
2024-05-10,롯데,LG,1,9,0,,,사직,종료
2024-05-10,NC,삼성,10,3,1,,,창원,종료
2024-05-10,KIA,SSG,2,4,0,,,광주,종료
2024-05-11,한화,키움,1,7,0,,,한밭,종료
2024-05-11,두산,KT,,,,,,잠실,예정
2024-05-11,롯데,LG,1,2,0,,,사직,종료
2024-05-11,NC,삼성,2,3,0,,,창원,종료
2024-05-11,KIA,SSG,,,,,,광주,예정
2024-05-12,한화,키움,8,3,1,,,한밭,종료
2024-05-12,롯데,LG,4,6,0,,,사직,종료
2024-05-12,NC,삼성,2,7,0,,,창원,종료
2024-05-12,두산,KT,12,4,1,,,잠실,종료
2024-05-12,KIA,SSG,3,2,1,,,광주,종료
2024-05-14,한화,NC,,,,,,한밭,예정
2024-05-14,LG,키움,0,5,0,,,잠실,종료
2024-05-14,SSG,삼성,9,2,1,,,문학,종료
2024-05-14,KT,롯데,7,4,1,,,수원,종료
2024-05-14,KIA,두산,5,8,0,,,광주,종료
2024-05-15,한화,NC,1,16,0,,,한밭,종료
2024-05-15,LG,키움,,,,,,잠실,예정
2024-05-15,SSG,삼성,,,,,,문학,예정
2024-05-15,KT,롯데,,,,,,수원,예정
2024-05-15,KIA,두산,8,4,1,,,광주,종료
2024-05-16,한화,NC,3,4,0,,,한밭,종료
2024-05-16,LG,키움,5,6,0,,,잠실,종료
2024-05-16,SSG,삼성,4,12,0,,,문학,종료
2024-05-16,KT,롯데,0,2,0,,,수원,종료
2024-05-16,KIA,두산,,,,,,광주,예정
2024-05-17,두산,롯데,1,5,0,,,잠실,종료
2024-05-17,삼성,한화,7,5,1,,,대구,종료
2024-05-17,NC,KIA,4,7,0,,,창원,종료
2024-05-17,KT,LG,5,13,0,,,수원,종료
2024-05-17,키움,SSG,4,5,0,,,고척,종료
2024-05-18,두산,롯데,8,3,1,,,잠실,종료
2024-05-18,삼성,한화,9,8,1,,,대구,종료
2024-05-18,NC,KIA,2,7,0,,,창원,종료
2024-05-18,KT,LG,6,7,0,,,수원,종료
2024-05-18,키움,SSG,0,3,0,,,고척,종료
2024-05-19,두산,롯데,,,,,,잠실,예정
2024-05-19,삼성,한화,2,12,0,,,대구,종료
2024-05-19,NC,KIA,1,2,0,,,창원,종료
2024-05-19,KT,LG,10,4,1,,,수원,종료
2024-05-19,키움,SSG,10,3,1,,,고척,종료
2024-05-21,한화,LG,8,4,1,,,한밭,종료
2024-05-21,두산,SSG,8,6,1,,,잠실,종료
2024-05-21,롯데,KIA,6,1,1,,,사직,종료
2024-05-21,삼성,KT,5,8,0,,,대구,종료
2024-05-21,키움,NC,3,5,0,,,고척,종료
2024-05-22,한화,LG,7,5,1,,,한밭,종료
2024-05-22,두산,SSG,3,1,1,,,잠실,종료
2024-05-22,롯데,KIA,4,2,1,,,사직,종료
2024-05-22,삼성,KT,3,1,1,,,대구,종료
2024-05-22,키움,NC,3,4,0,,,고척,종료
2024-05-23,한화,LG,4,8,0,,,한밭,종료
2024-05-23,두산,SSG,10,3,1,,,잠실,종료
2024-05-23,롯데,KIA,10,6,1,,,사직,종료
2024-05-23,삼성,KT,2,9,0,,,대구,종료
2024-05-23,키움,NC,6,4,1,,,고척,종료
2024-05-24,LG,NC,11,4,1,,,잠실,종료
2024-05-24,SSG,한화,5,7,0,,,문학,종료
2024-05-24,롯데,삼성,5,11,0,,,사직,종료
2024-05-24,KT,키움,5,4,1,,,수원,종료
2024-05-24,KIA,두산,5,7,0,,,광주,종료
2024-05-25,LG,NC,10,6,1,,,잠실,종료
2024-05-25,KIA,두산,6,2,1,,,광주,종료
2024-05-25,SSG,한화,2,4,0,,,문학,종료
2024-05-25,롯데,삼성,7,6,1,,,사직,종료
2024-05-25,KT,키움,5,2,1,,,수원,종료
2024-05-26,LG,NC,6,3,1,,,잠실,종료
2024-05-26,SSG,한화,,,,,,문학,예정
2024-05-26,롯데,삼성,9,1,1,,,사직,종료
2024-05-26,KT,키움,,,,,,수원,예정
2024-05-26,KIA,두산,5,2,1,,,광주,종료
2024-05-28,한화,롯데,12,3,1,,,한밭,종료
2024-05-28,두산,KT,3,12,0,,,잠실,종료
2024-05-28,SSG,LG,5,7,0,,,문학,종료
2024-05-28,삼성,키움,3,4,0,,,대구,종료
2024-05-28,NC,KIA,8,11,0,,,창원,종료
2024-05-29,한화,롯데,3,0,1,,,한밭,종료
2024-05-29,두산,KT,12,6,1,,,잠실,종료
2024-05-29,SSG,LG,4,13,0,,,문학,종료
2024-05-29,삼성,키움,5,11,0,,,대구,종료
2024-05-29,NC,KIA,3,6,0,,,창원,종료
2024-05-30,한화,롯데,15,0,1,,,한밭,종료
2024-05-30,두산,KT,6,1,1,,,잠실,종료
2024-05-30,SSG,LG,8,2,1,,,문학,종료
2024-05-30,삼성,키움,4,2,1,,,대구,종료
2024-05-30,NC,KIA,2,11,0,,,창원,종료
2024-05-31,두산,LG,3,6,0,,,잠실,종료
2024-05-31,롯데,NC,13,5,1,,,사직,종료
2024-05-31,삼성,한화,8,6,1,,,대구,종료
2024-05-31,KIA,KT,5,8,0,,,광주,종료
2024-05-31,키움,SSG,2,4,0,,,고척,종료
2024-06-01,두산,LG,5,8,0,,,잠실,종료
2024-06-01,롯데,NC,2,4,0,,,사직,종료
2024-06-01,삼성,한화,6,4,1,,,대구,종료
2024-06-01,KIA,KT,4,2,1,,,광주,종료
2024-06-01,키움,SSG,0,9,0,,,고척,종료
2024-06-02,두산,LG,1,9,0,,,잠실,종료
2024-06-02,키움,SSG,2,6,0,,,고척,종료
2024-06-02,롯데,NC,13,4,1,,,사직,종료
2024-06-02,삼성,한화,1,0,1,,,대구,종료
2024-06-02,KIA,KT,3,11,0,,,광주,종료
2024-06-04,LG,키움,3,11,0,,,잠실,종료
2024-06-04,SSG,삼성,1,3,0,,,문학,종료
2024-06-04,NC,두산,1,4,0,,,창원,종료
2024-06-04,KT,한화,2,8,0,,,수원,종료
2024-06-04,KIA,롯데,0,6,0,,,광주,종료
2024-06-05,LG,키움,4,2,1,,,잠실,종료
2024-06-05,SSG,삼성,7,3,1,,,문학,종료
2024-06-05,NC,두산,3,4,0,,,창원,종료
2024-06-05,KT,한화,2,12,0,,,수원,종료
2024-06-05,KIA,롯데,3,9,0,,,광주,종료
2024-06-06,SSG,삼성,4,0,1,,,문학,종료
2024-06-06,KIA,롯데,5,4,1,,,광주,종료
2024-06-06,LG,키움,8,4,1,,,잠실,종료
2024-06-06,NC,두산,4,8,0,,,창원,종료
2024-06-06,KT,한화,0,6,0,,,수원,종료
2024-06-07,한화,NC,2,6,0,,,한밭,종료
2024-06-07,두산,KIA,6,5,1,,,잠실,종료
2024-06-07,롯데,SSG,11,7,1,,,사직,종료
2024-06-07,KT,LG,7,8,0,,,수원,종료
2024-06-07,키움,삼성,7,5,1,,,고척,종료
2024-06-08,한화,NC,2,4,0,,,한밭,종료
2024-06-08,두산,KIA,9,8,1,,,잠실,종료
2024-06-08,롯데,SSG,,,,,,사직,예정
2024-06-08,KT,LG,2,8,0,,,수원,종료
2024-06-08,키움,삼성,10,3,1,,,고척,종료
2024-06-09,키움,삼성,1,7,0,,,고척,종료
2024-06-09,롯데,SSG,1,5,0,,,사직,종료
2024-06-09,한화,NC,,,,,,한밭,예정
2024-06-09,두산,KIA,2,8,0,,,잠실,종료
2024-06-09,KT,LG,11,2,1,,,수원,종료
2024-06-11,두산,한화,1,6,0,,,잠실,종료
2024-06-11,SSG,KIA,7,6,1,,,문학,종료
2024-06-11,롯데,키움,2,5,0,,,사직,종료
2024-06-11,삼성,LG,6,4,1,,,대구,종료
2024-06-11,NC,KT,8,6,1,,,창원,종료
2024-06-12,두산,한화,3,4,0,,,잠실,종료
2024-06-12,SSG,KIA,7,13,0,,,문학,종료
2024-06-12,롯데,키움,9,2,1,,,사직,종료
2024-06-12,삼성,LG,5,4,1,,,대구,종료
2024-06-12,NC,KT,8,11,0,,,창원,종료
2024-06-13,두산,한화,9,6,1,,,잠실,종료
2024-06-13,SSG,KIA,7,1,1,,,문학,종료
2024-06-13,롯데,키움,18,10,1,,,사직,종료
2024-06-13,삼성,LG,6,3,1,,,대구,종료
2024-06-13,NC,KT,5,3,1,,,창원,종료
2024-06-14,한화,SSG,4,11,0,,,한밭,종료
2024-06-14,LG,롯데,5,3,1,,,잠실,종료
2024-06-14,NC,삼성,4,7,0,,,창원,종료
2024-06-14,KT,KIA,1,11,0,,,수원,종료
2024-06-14,키움,두산,4,6,0,,,고척,종료
2024-06-15,한화,SSG,1,9,0,,,한밭,종료
2024-06-15,LG,롯데,8,9,0,,,잠실,종료
2024-06-15,NC,삼성,6,4,1,,,창원,종료
2024-06-15,KT,KIA,1,2,0,,,수원,종료
2024-06-15,키움,두산,1,4,0,,,고척,종료
2024-06-16,키움,두산,8,2,1,,,고척,종료
2024-06-16,한화,SSG,4,1,1,,,한밭,종료
2024-06-16,LG,롯데,9,8,1,,,잠실,종료
2024-06-16,NC,삼성,5,4,1,,,창원,종료
2024-06-16,KT,KIA,1,3,0,,,수원,종료
2024-06-18,두산,NC,6,2,1,,,잠실,종료
2024-06-18,삼성,SSG,3,8,0,,,대구,종료
2024-06-18,KT,롯데,6,4,1,,,수원,종료
2024-06-18,KIA,LG,11,4,1,,,광주,종료
2024-06-18,한화,키움,3,0,1,,,청주,종료
2024-06-19,두산,NC,5,7,0,,,잠실,종료
2024-06-19,삼성,SSG,13,2,1,,,대구,종료
2024-06-19,KT,롯데,5,13,0,,,수원,종료
2024-06-19,KIA,LG,5,7,0,,,광주,종료
2024-06-19,한화,키움,14,11,1,,,청주,종료
2024-06-20,두산,NC,2,0,1,,,잠실,종료
2024-06-20,삼성,SSG,4,0,1,,,대구,종료
2024-06-20,KT,롯데,7,6,1,,,수원,종료
2024-06-20,KIA,LG,6,5,1,,,광주,종료
2024-06-20,한화,키움,0,7,0,,,청주,종료
2024-06-21,LG,KT,2,3,0,,,잠실,종료
2024-06-21,SSG,NC,2,3,0,,,문학,종료
2024-06-21,삼성,두산,7,4,1,,,대구,종료
2024-06-21,KIA,한화,8,3,1,,,광주,종료
2024-06-21,키움,롯데,5,2,1,,,고척,종료
2024-06-22,LG,KT,,,,,,잠실,예정
2024-06-22,SSG,NC,12,4,1,,,문학,종료
2024-06-22,삼성,두산,,,,,,대구,예정
2024-06-22,KIA,한화,,,,,,광주,예정
2024-06-22,키움,롯데,1,6,0,,,고척,종료
2024-06-23,키움,롯데,2,10,0,,,고척,종료
2024-06-23,LG,KT,7,2,1,,,잠실,종료
2024-06-23,삼성,두산,7,4,1,,,대구,종료
2024-06-23,KIA,한화,8,9,0,,,광주,종료
2024-06-23,SSG,NC,6,18,0,,,문학,종료
2024-06-25,한화,두산,5,4,1,,,한밭,종료
2024-06-25,LG,삼성,4,0,1,,,잠실,종료
2024-06-25,SSG,KT,1,6,0,,,문학,종료
2024-06-25,롯데,KIA,,,,,,사직,예정
2024-06-25,키움,NC,6,5,1,,,고척,종료
2024-06-26,한화,두산,8,15,0,,,한밭,종료
2024-06-26,LG,삼성,2,1,1,,,잠실,종료
2024-06-26,SSG,KT,10,5,1,,,문학,종료
2024-06-26,롯데,KIA,6,4,1,,,사직,종료
2024-06-26,키움,NC,10,7,1,,,고척,종료
2024-06-27,한화,두산,8,3,1,,,한밭,종료
2024-06-27,LG,삼성,1,2,0,,,잠실,종료
2024-06-27,SSG,KT,8,16,0,,,문학,종료
2024-06-27,롯데,KIA,11,2,1,,,사직,종료
2024-06-27,키움,NC,9,7,1,,,고척,종료
2024-06-28,두산,SSG,10,0,1,,,잠실,종료
2024-06-28,롯데,한화,6,4,1,,,사직,종료
2024-06-28,NC,LG,8,2,1,,,창원,종료
2024-06-28,KT,삼성,5,4,1,,,수원,종료
2024-06-28,KIA,키움,6,17,0,,,광주,종료
2024-06-29,두산,SSG,0,6,0,,,잠실,종료
2024-06-29,롯데,한화,,,,,,사직,예정
2024-06-29,NC,LG,,,,,,창원,예정
2024-06-29,KT,삼성,,,,,,수원,예정
2024-06-29,KIA,키움,,,,,,광주,예정
2024-06-30,롯데,한화,,,,,,사직,예정
2024-06-30,NC,LG,,,,,,창원,예정
2024-06-30,KT,삼성,,,,,,수원,예정
2024-06-30,KIA,키움,,,,,,광주,예정
2024-06-30,두산,SSG,1,3,0,,,잠실,종료
2024-07-02,한화,KT,5,6,0,,,한밭,종료
2024-07-02,두산,롯데,,,,,,잠실,예정
2024-07-02,삼성,KIA,5,9,0,,,대구,종료
2024-07-02,NC,SSG,,,,,,창원,예정
2024-07-02,키움,LG,4,2,1,,,고척,종료
2024-07-03,한화,KT,2,3,0,,,한밭,종료
2024-07-03,두산,롯데,13,8,1,,,잠실,종료
2024-07-03,삼성,KIA,4,6,0,,,대구,종료
2024-07-03,NC,SSG,4,1,1,,,창원,종료
2024-07-03,키움,LG,4,1,1,,,고척,종료
2024-07-04,한화,KT,13,5,1,,,한밭,종료
2024-07-04,두산,롯데,6,3,1,,,잠실,종료
2024-07-04,삼성,KIA,3,8,0,,,대구,종료
2024-07-04,NC,SSG,2,0,1,,,창원,종료
2024-07-04,키움,LG,2,3,0,,,고척,종료
2024-07-09,LG,KIA,4,11,0,,,잠실,종료
2024-07-09,SSG,롯데,7,4,1,,,문학,종료
2024-07-09,삼성,NC,,,,,,대구,예정
2024-07-09,KT,두산,,,,,,수원,예정
2024-07-09,키움,한화,5,3,1,,,고척,종료
2024-07-10,LG,KIA,2,5,0,,,잠실,종료
2024-07-10,SSG,롯데,1,6,0,,,문학,종료
2024-07-10,삼성,NC,15,6,1,,,대구,종료
2024-07-10,KT,두산,7,6,1,,,수원,종료
2024-07-10,키움,한화,0,7,0,,,고척,종료
2024-07-11,LG,KIA,2,4,0,,,잠실,종료
2024-07-11,SSG,롯데,5,4,1,,,문학,종료
2024-07-11,삼성,NC,6,4,1,,,대구,종료
2024-07-11,KT,두산,1,12,0,,,수원,종료
2024-07-11,키움,한화,5,4,1,,,고척,종료
2024-07-12,한화,LG,6,0,1,,,한밭,종료
2024-07-12,두산,삼성,5,9,0,,,잠실,종료
2024-07-12,롯데,KT,4,5,0,,,사직,종료
2024-07-12,NC,키움,9,2,1,,,창원,종료
2024-07-12,KIA,SSG,6,14,0,,,광주,종료
2024-07-13,한화,LG,3,7,0,,,한밭,종료
2024-07-13,두산,삼성,8,4,1,,,잠실,종료
2024-07-13,롯데,KT,3,6,0,,,사직,종료
2024-07-13,NC,키움,11,5,1,,,창원,종료
2024-07-13,KIA,SSG,9,15,0,,,광주,종료
2024-07-14,한화,LG,4,8,0,,,한밭,종료
2024-07-14,두산,삼성,2,6,0,,,잠실,종료
2024-07-14,롯데,KT,,,,,,사직,예정
2024-07-14,NC,키움,,,,,,창원,예정
2024-07-14,KIA,SSG,13,4,1,,,광주,종료
2024-07-16,LG,SSG,,,,,,잠실,예정
2024-07-16,NC,한화,,,,,,창원,예정
2024-07-16,KIA,삼성,,,,,,광주,예정
2024-07-16,키움,KT,3,4,0,,,고척,종료
2024-07-16,롯데,두산,4,0,1,,,울산,종료
2024-07-17,LG,SSG,12,9,1,,,잠실,종료
2024-07-17,NC,한화,5,1,1,,,창원,종료
2024-07-17,KIA,삼성,10,5,1,,,광주,종료
2024-07-17,키움,KT,2,9,0,,,고척,종료
2024-07-17,롯데,두산,6,2,1,,,울산,종료
2024-07-18,LG,SSG,,,,,,잠실,예정
2024-07-18,NC,한화,4,3,1,,,창원,종료
2024-07-18,KIA,삼성,10,4,1,,,광주,종료
2024-07-18,키움,KT,8,12,0,,,고척,종료
2024-07-18,롯데,두산,2,3,0,,,울산,종료
2024-07-19,한화,KIA,3,7,0,,,한밭,종료
2024-07-19,LG,두산,16,7,1,,,잠실,종료
2024-07-19,SSG,키움,9,3,1,,,문학,종료
2024-07-19,삼성,롯데,6,10,0,,,대구,종료
2024-07-19,KT,NC,6,0,1,,,수원,종료
2024-07-20,한화,KIA,4,8,0,,,한밭,종료
2024-07-20,LG,두산,,,,,,잠실,예정
2024-07-20,SSG,키움,,,,,,문학,예정
2024-07-20,삼성,롯데,21,4,1,,,대구,종료
2024-07-20,KT,NC,,,,,,수원,예정
2024-07-21,한화,KIA,7,8,0,,,한밭,종료
