순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK
27,윤성빈,롯데,9.64,6,0,0,0,0,-,4 2/3,5,0,7,0,3,5,5,2.57,0,0,0,0,26,101,0.263,3,0,0,0,0,1,0
28,박세진,롯데,14.54,8,0,0,0,0,-,4 1/3,11,2,3,0,4,7,7,3.23,0,0,0,0,27,89,0.458,1,0,0,0,0,2,0
29,신동건,롯데,18.00,1,0,0,0,0,-,1,1,0,4,0,1,2,2,5.00,0,0,0,0,8,33,0.333,0,0,0,1,0,0,0
29,최충연,롯데,18.00,1,0,0,0,0,-,1,3,0,1,0,0,2,2,4.00,0,0,0,0,7,28,0.500,2,0,0,0,0,0,0
31,김태균,롯데,19.64,3,0,0,0,0,-,3 2/3,9,0,3,0,4,8,8,3.27,0,0,0,0,23,94,0.474,4,0,0,1,0,0,0
1,박용재,삼성,-,1,0,0,0,0,-,0,3,1,1,0,0,3,3,-,0,0,0,0,4,21,1.000,1,0,0,0,0,1,0
1,양현,삼성,0.00,1,0,0,0,0,-,1/3,0,0,0,0,0,0,0,0.00,0,0,0,0,1,4,0.000,0,0,0,0,0,0,0
1,이재익,삼성,0.00,4,0,0,0,0,-,4 1/3,4,0,1,0,5,0,0,1.15,0,0,0,0,18,79,0.250,0,0,0,1,0,0,0
4,최지광,삼성,2.45,25,4,0,1,8,1.000,22,20,0,7,3,21,8,6,1.23,0,0,0,2,96,381,0.235,4,0,0,1,1,0,0
5,김태훈,삼성,2.50,42,2,1,0,7,0.667,36,27,4,7,4,24,15,10,0.94,0,0,0,3,147,533,0.208,5,1,5,1,0,1,0
6,배찬승,삼성,2.58,51,4,2,0,9,0.667,38 1/3,33,5,35,4,33,14,11,1.77,0,0,0,1,183,769,0.237,5,0,2,3,3,8,0
7,이재희,삼성,2.70,18,0,0,1,3,-,13 1/3,11,1,13,4,14,5,4,1.80,0,0,0,0,66,269,0.234,0,0,1,1,1,4,0
8,이승민,삼성,2.76,69,5,2,1,22,0.714,62,53,4,31,1,52,23,19,1.35,0,0,0,0,265,1119,0.232,8,0,5,0,1,0,0
9,후라도,삼성,3.12,21,8,1,0,0,0.889,132 2/3,137,12,26,4,88,56,46,1.23,0,0,16,0,560,2037,0.262,13,4,4,4,0,6,0
10,김백산,삼성,3.14,5,1,1,0,0,0.500,14 1/3,10,3,8,1,10,5,5,1.26,0,0,0,0,59,222,0.204,2,0,0,1,0,0,0
11,김재윤,삼성,3.19,62,7,5,34,0,0.583,62,41,4,24,1,64,23,22,1.05,0,0,0,5,250,1027,0.184,8,0,2,0,2,1,0
12,페덱,삼성,3.21,11,6,3,0,0,0.667,67 1/3,55,6,11,2,69,26,24,0.98,0,0,8,0,268,1092,0.220,12,0,4,1,0,3,0
13,장찬희,삼성,4.15,36,4,5,0,2,0.444,69 1/3,65,10,28,4,52,34,32,1.34,0,0,1,0,304,1184,0.246,13,3,3,5,2,1,1
14,최원태,삼성,4.59,23,7,5,0,0,0.583,121 2/3,128,14,42,5,115,67,62,1.40,0,0,8,0,523,2066,0.274,18,2,7,2,0,6,0
15,원태인,삼성,4.66,24,7,8,0,0,0.467,135 1/3,158,6,30,8,110,72,70,1.39,0,0,11,0,590,2276,0.293,34,4,8,4,0,1,1
16,보스,삼성,4.80,6,2,3,0,0,0.400,30,40,2,7,1,37,17,16,1.57,0,0,2,0,134,512,0.317,7,1,0,0,0,0,0
17,오러클린,삼성,4.86,17,5,5,0,0,0.500,83 1/3,78,7,38,10,81,48,45,1.39,0,0,7,0,366,1510,0.253,20,1,5,5,0,4,0
18,임기영,삼성,4.96,39,0,1,0,1,0.000,49,54,7,11,3,33,29,27,1.33,0,0,0,1,212,824,0.274,13,0,0,1,1,0,0
19,이승현,삼성,4.97,57,5,1,1,11,0.833,41 2/3,51,5,22,1,39,25,23,1.75,0,0,0,0,175,676,0.294,9,0,2,1,0,3,0
20,양창섭,삼성,5.01,28,8,2,0,0,0.800,91 2/3,104,11,34,7,71,53,51,1.51,1,1,4,0,410,1532,0.286,21,0,2,3,0,3,0
21,미야지,삼성,5.87,36,0,1,0,3,0.000,30 2/3,26,5,23,7,30,20,20,1.60,0,0,0,1,143,541,0.234,5,0,2,0,0,4,0
22,이승현,삼성,6.05,18,0,2,0,0,0.000,38 2/3,45,3,18,1,37,28,26,1.63,0,0,0,0,175,676,0.294,9,0,2,1,0,3,0
23,백정현,삼성,6.75,25,2,2,0,3,0.500,21 1/3,21,6,8,0,15,16,16,1.36,0,0,0,1,90,326,0.266,3,1,2,1,0,1,0
24,사토시,삼성,7.30,13,1,2,1,1,0.333,12 1/3,15,5,4,1,8,10,10,1.54,0,0,0,1,55,214,0.319,3,0,2,1,0,1,0
25,김무신,삼성,10.80,3,0,0,0,0,-,1 2/3,2,1,3,0,3,2,2,3.00,0,0,0,0,9,46,0.333,0,0,0,0,0,0,0
26,육선엽,삼성,11.57,2,0,0,0,0,-,2 1/3,2,1,3,1,3,3,3,2.14,0,0,0,0,13,53,0.286,1,0,1,1,0,2,0
27,정재훈,삼성,20.25,2,0,0,0,0,-,1 1/3,3,1,0,1,1,3,3,2.25,0,0,0,0,7,16,0.500,0,0,0,0,0,0,0
1,김성민,키움,3.60,12,1,1,0,1,0.500,10,10,0,4,5,10,5,4,1.40,0,0,0,0,49,199,0.250,3,0,0,0,0,1,0
2,안우진,키움,3.65,21,3,8,0,0,0.273,101,97,7,34,4,115,43,41,1.30,0,0,6,0,437,1687,0.247,17,4,4,3,0,5,0
3,알칸타라,키움,3.87,25,9,9,0,0,0.500,155 2/3,154,19,19,6,137,68,67,1.11,0,0,14,0,636,2289,0.257,24,3,7,4,0,3,0
4,임진묵,키움,4.15,5,0,0,0,0,-,4 1/3,3,0,4,0,4,2,2,1.62,0,0,0,0,19,77,0.200,0,1,0,0,0,0,0
5,박진형,키움,4.50,32,4,2,0,2,0.667,34,38,2,16,4,25,17,17,1.59,0,0,0,1,154,583,0.299,6,2,2,5,1,0,0
6,전준표,키움,4.56,19,0,5,0,0,0.000,53 1/3,51,4,42,7,30,31,27,1.74,0,0,1,0,256,1065,0.249,8,2,0,2,0,7,0
7,하영민,키움,4.57,25,6,9,0,0,0.400,122,131,9,45,8,101,71,62,1.44,0,0,8,0,544,2061,0.276,28,5,6,10,0,7,0
8,로젠버그,키움,4.80,7,0,2,0,0,0.000,30,37,2,10,3,32,16,16,1.57,0,0,0,0,137,556,0.301,7,0,0,1,0,0,0
9,유토,키움,4.91,56,5,5,14,12,0.500,47 2/3,59,6,16,0,49,27,26,1.57,0,0,0,5,211,923,0.317,12,2,7,2,1,2,0
9,조영건,키움,4.91,42,1,1,1,6,0.500,36 2/3,41,7,10,4,25,23,20,1.39,0,0,0,0,161,581,0.289,8,2,2,3,1,1,0
11,박지성,키움,4.93,37,2,3,0,1,0.400,42,43,8,23,3,27,28,23,1.57,0,0,0,1,193,770,0.259,10,1,0,1,0,4,0
12,와일스,키움,5.40,5,0,4,0,0,0.000,25,37,3,3,1,18,17,15,1.60,0,0,2,0,117,431,0.343,5,0,1,4,0,1,0
13,오석주,키움,5.47,14,0,1,0,0,0.000,24 2/3,27,0,19,3,19,16,15,1.86,0,0,0,0,124,489,0.278,7,0,3,2,0,1,0
14,박정훈,키움,5.56,40,2,2,0,10,0.500,55,58,3,35,7,44,36,34,1.69,0,0,0,3,261,1004,0.270,13,1,3,1,0,6,1
15,박준현,키움,5.62,20,1,9,0,0,0.100,83 1/3,76,6,69,1,84,53,52,1.74,0,0,2,0,386,1612,0.244,21,1,3,2,0,5,1
16,원종현,키움,5.67,50,1,4,7,8,0.200,46,55,3,15,1,34,32,29,1.52,0,0,0,2,207,808,0.302,14,0,8,1,1,5,0
17,김성진,키움,5.74,32,1,2,0,8,0.333,31 1/3,42,2,12,2,23,22,20,1.72,0,0,0,1,144,552,0.336,6,1,3,2,0,0,0
18,이강준,키움,5.91,11,1,0,0,2,1.000,10 2/3,13,1,9,3,10,8,7,2.06,0,0,0,0,54,227,0.317,3,0,0,1,0,1,0
19,김서준,키움,6.23,16,0,0,0,2,-,17 1/3,14,4,13,1,18,12,12,1.56,0,0,0,0,78,311,0.219,0,0,0,0,0,2,0
20,정다훈,키움,6.26,28,1,0,0,0,1.000,27 1/3,34,5,18,3,15,19,19,1.90,0,0,0,0,132,513,0.318,5,0,2,2,1,2,0
21,배동현,키움,6.28,21,4,8,0,0,0.333,81 2/3,115,8,23,3,66,61,57,1.69,0,0,1,1,382,1462,0.330,32,2,3,5,0,1,0
22,김선기,키움,6.35,22,1,0,0,2,1.000,22 2/3,20,4,13,1,12,18,16,1.46,0,0,0,0,102,395,0.241,5,1,1,4,0,0,0
23,김윤하,키움,6.84,10,1,2,0,0,0.333,26 1/3,33,8,15,0,20,23,20,1.82,0,0,0,0,126,525,0.306,8,0,1,2,0,0,0
24,윤석원,키움,6.88,19,0,0,0,0,-,17,22,3,3,0,17,13,13,1.47,0,0,0,0,74,317,0.314,4,1,0,1,0,2,0
25,박윤성,키움,8.31,6,0,1,0,1,0.000,4 1/3,5,1,3,1,1,4,4,1.85,0,0,0,1,20,78,0.313,1,0,0,0,0,0,0
26,이태양,키움,9.00,1,0,0,0,0,-,1,1,0,1,2,0,1,1,2.00,0,0,0,0,6,18,0.333,0,0,0,0,0,0,0
27,김재웅,키움,9.30,19,0,2,5,2,0.000,20 1/3,27,4,9,0,7,21,21,1.77,0,0,0,2,97,376,0.325,3,0,3,2,0,0,0
28,정현우,키움,9.90,15,1,2,0,0,0.333,20,28,5,10,2,10,23,22,1.90,0,0,0,0,99,385,0.333,5,1,3,0,0,2,0
29,이준우,키움,10.13,8,0,1,0,0,0.000,8,12,0,8,1,7,10,9,2.50,0,0,0,0,42,172,0.387,1,0,1,1,0,1,0
30,정세영,키움,10.43,6,0,2,0,0,0.000,14 2/3,24,3,6,1,4,19,17,2.05,0,0,0,0,76,268,0.369,4,0,3,1,0,2,0
31,최현우,키움,11.05,7,0,0,0,0,-,7 1/3,11,3,5,0,4,9,9,2.18,0,0,0,0,37,161,0.344,1,0,0,0,0,1,0
32,김연주,키움,15.88,3,0,1,0,0,0.000,5 2/3,13,0,5,1,4,14,10,3.18,0,0,0,0,38,135,0.419,3,0,0,1,0,2,0
33,김동규,키움,21.00,5,0,0,0,0,-,3,5,0,6,1,4,7,7,3.67,0,0,0,0,21,90,0.357,0,0,0,0,0,4,0
1,하동준,한화,0.00,1,0,0,0,0,-,1/3,0,0,1,0,0,0,0,3.00,0,0,0,0,2,9,0.000,0,0,0,0,0,0,0
2,화이트,한화,3.35,22,7,10,0,0,0.412,126 1/3,124,8,29,5,92,52,47,1.21,0,0,11,0,532,2074,0.253,17,3,3,4,0,3,0
3,류현진,한화,3.88,25,9,6,0,0,0.600,134 2/3,136,10,20,6,115,68,58,1.16,0,0,11,0,560,2074,0.262,18,2,10,4,1,1,0
4,왕옌청,한화,3.97,26,11,6,0,0,0.647,133 2/3,145,14,58,7,100,73,59,1.52,0,0,8,0,592,2339,0.276,20,0,1,1,0,8,0
5,장유호,한화,4.06,37,3,1,0,3,0.750,37 2/3,34,5,18,4,26,18,17,1.38,0,0,0,1,164,625,0.243,7,1,0,2,1,2,0
6,이형범,한화,4.30,26,0,0,0,0,-,29 1/3,34,4,15,2,19,22,14,1.67,0,0,0,0,139,512,0.281,9,0,1,0,2,2,0
7,강재민,한화,4.43,23,0,1,0,0,0.000,20 1/3,20,1,14,5,20,10,10,1.67,0,0,0,0,95,406,0.267,2,0,1,0,0,0,0
7,권민규,한화,4.43,17,1,0,0,0,1.000,20 1/3,26,2,10,0,16,10,10,1.77,0,0,0,0,94,411,0.313,6,1,0,1,0,0,0
9,조동욱,한화,4.64,70,2,4,1,10,0.333,52 1/3,66,5,21,5,53,28,27,1.66,0,0,0,3,240,911,0.322,7,1,5,4,0,1,0
10,쿠싱,한화,4.79,16,1,2,4,0,0.333,20 2/3,20,3,6,0,26,11,11,1.26,0,0,0,1,88,334,0.247,2,0,1,0,0,0,0
11,박상원,한화,4.80,56,3,4,2,11,0.429,50 2/3,53,4,18,3,52,30,27,1.40,0,0,0,3,225,849,0.268,11,1,3,3,1,2,0
12,이민우,한화,4.91,57,1,4,7,7,0.200,55,66,4,22,5,29,33,30,1.60,0,0,0,3,254,977,0.306,12,3,6,5,0,3,0
13,에르난데스,한화,4.92,16,3,6,0,0,0.333,71 1/3,78,8,27,3,47,42,39,1.47,0,0,5,0,308,1205,0.284,13,0,3,0,0,2,0
14,이상규,한화,5.08,51,3,3,0,9,0.500,51 1/3,55,5,19,4,38,35,29,1.44,0,0,0,4,233,888,0.271,7,1,6,1,0,3,0
15,문동주,한화,5.18,6,1,1,0,0,0.500,24 1/3,27,3,11,3,18,16,14,1.56,0,0,1,0,110,442,0.281,6,1,0,0,0,2,0
16,황준서,한화,5.64,27,1,3,0,0,0.250,52 2/3,59,7,31,3,54,35,33,1.71,0,0,0,0,245,1005,0.291,6,1,6,2,0,0,0
17,윤산흠,한화,5.73,22,1,1,0,2,0.500,22,21,3,13,1,16,17,14,1.55,0,0,0,1,100,414,0.250,4,0,1,1,0,0,0
18,주현상,한화,5.74,16,0,0,0,1,-,15 2/3,21,3,3,0,9,15,10,1.53,0,0,0,0,70,276,0.318,5,2,0,1,0,0,0
19,박준영,한화,6.06,37,2,4,0,0,0.333,71 1/3,68,11,41,9,63,49,48,1.53,0,0,1,0,220,834,0.240,10,1,1,1,0,1,0
20,박준영,한화,6.27,15,2,6,0,1,0.250,47 1/3,44,10,25,10,36,34,33,1.46,0,0,1,0,220,834,0.240,10,1,1,1,0,1,0
21,김종수,한화,6.68,37,0,1,0,4,0.000,31,37,7,22,2,27,24,23,1.90,0,0,0,1,149,554,0.306,2,3,2,2,0,0,0
22,원종혁,한화,7.27,12,1,0,0,0,1.000,8 2/3,15,1,8,2,3,10,7,2.65,0,0,0,0,52,191,0.366,2,0,1,0,0,0,0
23,박재규,한화,7.71,6,0,0,0,0,-,4 2/3,5,0,6,1,2,4,4,2.36,0,0,0,0,26,91,0.278,3,0,1,0,0,0,0
24,김서현,한화,8.24,25,1,4,1,0,0.200,19 2/3,25,1,24,6,24,24,18,2.49,0,0,0,1,115,472,0.298,3,1,1,0,0,2,0
25,정우주,한화,8.36,44,1,3,0,5,0.250,42,54,5,34,8,48,46,39,2.10,0,0,0,2,222,947,0.312,11,1,3,4,0,5,1
26,강건우,한화,10.06,14,0,0,0,0,-,17,33,3,15,1,16,20,19,2.82,0,0,0,0,101,367,0.393,1,1,0,1,0,0,0
27,이교훈,한화,12.27,3,0,0,0,0,-,3 2/3,5,1,5,0,4,7,5,2.73,0,0,0,0,21,96,0.313,0,0,0,0,0,0,1
28,짐머맨,한화,12.55,12,0,3,0,1,0.000,23 2/3,46,5,10,0,22,33,33,2.37,0,0,0,0,126,457,0.397,7,1,0,0,0,2,0
29,김범준,한화,13.50,1,0,0,0,0,-,2/3,2,0,0,0,0,1,1,3.00,0,0,0,0,4,14,0.667,0,1,1,0,0,0,0
30,김도빈,한화,24.75,6,0,1,0,1,0.000,4,3,0,10,2,6,11,11,3.25,0,0,0,0,27,121,0.214,2,1,0,1,0,3,0
31,엄상백,한화,27.00,1,0,0,0,0,-,1/3,2,0,0,1,0,1,1,6.00,0,0,0,0,4,13,0.667,2,0,0,0,0,0,0
