game_date,home_team,away_team,home_score,away_score,home_win,home_starter,away_starter,stadium,status
2026-08-19,한화,KIA,,,,,,대전,예정
2026-08-20,LG,KT,,,,,,잠실,예정
2026-08-20,롯데,키움,,,,,,사직,예정
2026-08-20,삼성,SSG,,,,,,대구,예정
2026-08-20,NC,두산,,,,,,창원,예정
2026-08-20,한화,KIA,,,,,,대전,예정
2026-08-21,두산,롯데,,,,,,잠실,예정
2026-08-21,SSG,KT,,,,,,문학,예정
2026-08-21,NC,삼성,,,,,,창원,예정
2026-08-21,키움,KIA,,,,,,고척,예정
2026-08-21,한화,LG,,,,,,대전,예정
2026-08-22,두산,롯데,,,,,,잠실,예정
2026-08-22,SSG,KT,,,,,,문학,예정
2026-08-22,NC,삼성,,,,,,창원,예정
2026-08-22,키움,KIA,,,,,,고척,예정
2026-08-22,한화,LG,,,,,,대전,예정
2026-08-23,키움,KIA,,,,,,고척,예정
2026-08-23,두산,롯데,,,,,,잠실,예정
2026-08-23,SSG,KT,,,,,,문학,예정
2026-08-23,NC,삼성,,,,,,창원,예정
2026-08-23,한화,LG,,,,,,대전,예정
2026-08-25,LG,NC,,,,,,잠실,예정
2026-08-25,SSG,한화,,,,,,문학,예정
2026-08-25,KT,두산,,,,,,수원,예정
2026-08-25,KIA,롯데,,,,,,광주,예정
2026-08-25,키움,삼성,,,,,,고척,예정
2026-08-26,LG,NC,,,,,,잠실,예정
2026-08-26,SSG,한화,,,,,,문학,예정
2026-08-26,KT,두산,,,,,,수원,예정
2026-08-26,KIA,롯데,,,,,,광주,예정
2026-08-26,키움,삼성,,,,,,고척,예정
2026-08-27,LG,NC,,,,,,잠실,예정
2026-08-27,SSG,한화,,,,,,문학,예정
2026-08-27,KT,두산,,,,,,수원,예정
2026-08-27,KIA,롯데,,,,,,광주,예정
2026-08-27,키움,삼성,,,,,,고척,예정
2026-08-28,두산,키움,,,,,,잠실,예정
2026-08-28,롯데,LG,,,,,,사직,예정
2026-08-28,삼성,KT,,,,,,대구,예정
2026-08-28,KIA,SSG,,,,,,광주,예정
2026-08-28,한화,NC,,,,,,대전,예정
2026-08-29,두산,키움,,,,,,잠실,예정
2026-08-29,롯데,LG,,,,,,사직,예정
2026-08-29,삼성,KT,,,,,,대구,예정
2026-08-29,KIA,SSG,,,,,,광주,예정
2026-08-29,한화,NC,,,,,,대전,예정
2026-08-30,두산,키움,,,,,,잠실,예정
2026-08-30,롯데,LG,,,,,,사직,예정
2026-08-30,삼성,KT,,,,,,대구,예정
2026-08-30,KIA,SSG,,,,,,광주,예정
2026-08-30,한화,NC,,,,,,대전,예정
2026-09-01,두산,LG,,,,,,잠실,예정
2026-09-01,삼성,롯데,,,,,,대구,예정
2026-09-01,NC,KIA,,,,,,창원,예정
2026-09-01,KT,한화,,,,,,수원,예정
2026-09-01,키움,SSG,,,,,,고척,예정
2026-09-02,두산,LG,,,,,,잠실,예정
2026-09-02,삼성,롯데,,,,,,대구,예정
2026-09-02,NC,KIA,,,,,,창원,예정
2026-09-02,KT,한화,,,,,,수원,예정
2026-09-02,키움,SSG,,,,,,고척,예정
2026-09-03,두산,LG,,,,,,잠실,예정
2026-09-03,삼성,롯데,,,,,,대구,예정
2026-09-03,NC,KIA,,,,,,창원,예정
2026-09-03,KT,한화,,,,,,수원,예정
2026-09-03,키움,SSG,,,,,,고척,예정
2026-09-04,LG,삼성,,,,,,잠실,예정
2026-09-04,SSG,두산,,,,,,문학,예정
2026-09-04,롯데,한화,,,,,,사직,예정
2026-09-04,KIA,KT,,,,,,광주,예정
2026-09-04,키움,NC,,,,,,고척,예정
2026-09-05,LG,삼성,,,,,,잠실,예정
2026-09-05,SSG,두산,,,,,,문학,예정
2026-09-05,롯데,한화,,,,,,사직,예정
2026-09-05,KIA,KT,,,,,,광주,예정
2026-09-05,키움,NC,,,,,,고척,예정
2026-09-06,LG,삼성,,,,,,잠실,예정
2026-09-06,SSG,두산,,,,,,문학,예정
2026-09-06,롯데,한화,,,,,,사직,예정
2026-09-06,KIA,KT,,,,,,광주,예정
2026-09-06,키움,NC,,,,,,고척,예정
