game_date,home_team,away_team,home_score,away_score,home_win,home_starter,away_starter,stadium,status
2025-04-09,KT,NC,4,1,1,,,수원,종료
2025-04-09,키움,LG,4,0,1,,,고척,종료
2025-04-10,두산,한화,2,7,0,,,잠실,종료
2025-04-10,롯데,KIA,8,3,1,,,사직,종료
2025-04-10,삼성,SSG,3,2,1,,,대구,종료
2025-04-10,KT,NC,0,7,0,,,수원,종료
2025-04-10,키움,LG,3,7,0,,,고척,종료
2025-04-11,LG,두산,5,2,1,,,잠실,종료
2025-04-11,NC,롯데,5,7,0,,,사직,종료
2025-04-11,KT,삼성,5,3,1,,,수원,종료
2025-04-11,KIA,SSG,3,9,0,,,광주,종료
2025-04-11,한화,키움,12,2,1,,,대전,종료
2025-04-12,LG,두산,4,0,1,,,잠실,종료
2025-04-12,KT,삼성,,,,,,수원,예정
2025-04-12,NC,롯데,0,2,0,,,사직,종료
2025-04-12,KIA,SSG,,,,,,광주,예정
2025-04-12,한화,키움,2,6,0,,,대전,종료
2025-04-13,LG,두산,2,9,0,,,잠실,종료
2025-04-13,NC,롯데,9,6,1,,,사직,종료
2025-04-13,KT,삼성,6,5,1,,,수원,종료
2025-04-13,KIA,SSG,11,5,1,,,광주,종료
2025-04-13,한화,키움,7,1,1,,,대전,종료
2025-04-15,LG,삼성,3,0,1,,,잠실,종료
2025-04-15,SSG,한화,0,2,0,,,문학,종료
2025-04-15,롯데,키움,8,6,1,,,사직,종료
2025-04-15,NC,두산,,,,,,창원,예정
2025-04-15,KIA,KT,1,0,1,,,광주,종료
2025-04-16,LG,삼성,12,2,1,,,잠실,종료
2025-04-16,SSG,한화,4,10,0,,,문학,종료
2025-04-16,롯데,키움,6,4,1,,,사직,종료
2025-04-16,NC,두산,,,,,,창원,예정
2025-04-16,KIA,KT,0,3,0,,,광주,종료
2025-04-17,LG,삼성,3,6,0,,,잠실,종료
2025-04-17,SSG,한화,2,4,0,,,문학,종료
2025-04-17,롯데,키움,7,1,1,,,사직,종료
2025-04-17,NC,두산,,,,,,창원,예정
2025-04-17,KIA,KT,5,4,1,,,광주,종료
2025-04-18,두산,KIA,7,1,1,,,잠실,종료
2025-04-18,SSG,LG,1,5,0,,,문학,종료
2025-04-18,삼성,롯데,1,8,0,,,대구,종료
2025-04-18,키움,KT,4,3,1,,,고척,종료
2025-04-18,한화,NC,12,4,1,,,대전,종료
2025-04-19,두산,KIA,4,8,0,,,잠실,종료
2025-04-19,SSG,LG,4,11,0,,,문학,종료
2025-04-19,삼성,롯데,10,3,1,,,대구,종료
2025-04-19,키움,KT,1,11,0,,,고척,종료
2025-04-19,한화,NC,7,2,1,,,대전,종료
2025-04-20,두산,KIA,2,6,0,,,잠실,종료
2025-04-20,SSG,LG,9,3,1,,,문학,종료
2025-04-20,삼성,롯데,3,4,0,,,대구,종료
2025-04-20,키움,KT,0,5,0,,,고척,종료
2025-04-20,한화,NC,7,1,1,,,대전,종료
2025-04-22,LG,NC,5,6,0,,,잠실,종료
2025-04-22,롯데,한화,,,,,,사직,예정
2025-04-22,삼성,KIA,,,,,,대구,예정
2025-04-22,KT,SSG,9,3,1,,,수원,종료
2025-04-22,키움,두산,5,4,1,,,고척,종료
2025-04-23,LG,NC,3,0,1,,,잠실,종료
2025-04-23,롯데,한화,4,6,0,,,사직,종료
2025-04-23,삼성,KIA,7,2,1,,,대구,종료
2025-04-23,KT,SSG,5,11,0,,,수원,종료
2025-04-23,키움,두산,2,8,0,,,고척,종료
2025-04-24,LG,NC,1,3,0,,,잠실,종료
2025-04-24,롯데,한화,5,3,1,,,사직,종료
2025-04-24,삼성,KIA,17,5,1,,,대구,종료
2025-04-24,KT,SSG,5,6,0,,,수원,종료
2025-04-24,키움,두산,3,9,0,,,고척,종료
2025-04-25,두산,롯데,2,8,0,,,잠실,종료
2025-04-25,SSG,키움,4,3,1,,,문학,종료
2025-04-25,삼성,NC,10,6,1,,,대구,종료
2025-04-25,KIA,LG,5,6,0,,,광주,종료
2025-04-25,한화,KT,1,2,0,,,대전,종료
2025-04-26,두산,롯데,4,7,0,,,잠실,종료
2025-04-26,KIA,LG,8,4,1,,,광주,종료
2025-04-26,SSG,키움,1,2,0,,,문학,종료
2025-04-26,삼성,NC,9,1,1,,,대구,종료
2025-04-26,한화,KT,2,1,1,,,대전,종료
2025-04-27,두산,롯데,13,4,1,,,잠실,종료
2025-04-27,SSG,키움,3,7,0,,,문학,종료
2025-04-27,삼성,NC,8,4,1,,,대구,종료
2025-04-27,KIA,LG,3,2,1,,,광주,종료
2025-04-27,한화,KT,4,3,1,,,대전,종료
2025-04-29,두산,KT,2,3,0,,,잠실,종료
2025-04-29,SSG,삼성,1,3,0,,,문학,종료
2025-04-29,KIA,NC,13,3,1,,,광주,종료
2025-04-29,키움,롯데,3,9,0,,,고척,종료
2025-04-29,한화,LG,3,2,1,,,대전,종료
2025-04-30,두산,KT,3,8,0,,,잠실,종료
2025-04-30,SSG,삼성,,,,,,문학,예정
2025-04-30,KIA,NC,0,7,0,,,광주,종료
2025-04-30,키움,롯데,9,10,0,,,고척,종료
2025-04-30,한화,LG,5,2,1,,,대전,종료
2025-05-01,두산,KT,,,,,,잠실,예정
2025-05-01,SSG,삼성,4,1,1,,,문학,종료
2025-05-01,KIA,NC,,,,,,광주,예정
2025-05-01,키움,롯데,0,5,0,,,고척,종료
2025-05-01,한화,LG,,,,,,대전,예정
2025-05-02,LG,SSG,1,2,0,,,잠실,종료
2025-05-02,롯데,NC,4,3,1,,,사직,종료
2025-05-02,삼성,두산,6,2,1,,,대구,종료
2025-05-02,KT,키움,3,5,0,,,수원,종료
2025-05-02,KIA,한화,2,3,0,,,광주,종료
2025-05-03,KIA,한화,,,,,,광주,예정
2025-05-03,LG,SSG,4,1,1,,,잠실,종료
2025-05-03,롯데,NC,4,13,0,,,사직,종료
2025-05-03,삼성,두산,1,6,0,,,대구,종료
2025-05-03,KT,키움,9,0,1,,,수원,종료
2025-05-04,LG,SSG,12,4,1,,,잠실,종료
2025-05-04,롯데,NC,6,9,0,,,사직,종료
2025-05-04,삼성,두산,6,11,0,,,대구,종료
2025-05-04,KT,키움,5,4,1,,,수원,종료
2025-05-04,KIA,한화,1,3,0,,,광주,종료
2025-05-05,두산,LG,5,2,1,,,잠실,종료
2025-05-05,롯데,SSG,1,7,0,,,사직,종료
2025-05-05,KT,NC,2,6,0,,,수원,종료
2025-05-05,키움,KIA,1,13,0,,,고척,종료
2025-05-05,한화,삼성,3,1,1,,,대전,종료
2025-05-06,두산,LG,1,5,0,,,잠실,종료
2025-05-06,롯데,SSG,6,0,1,,,사직,종료
2025-05-06,KT,NC,3,6,0,,,수원,종료
2025-05-06,키움,KIA,3,5,0,,,고척,종료
2025-05-06,한화,삼성,3,1,1,,,대전,종료
2025-05-07,두산,LG,5,2,1,,,잠실,종료
2025-05-07,롯데,SSG,6,2,1,,,사직,종료
2025-05-07,KT,NC,2,12,0,,,수원,종료
2025-05-07,키움,KIA,11,10,1,,,고척,종료
2025-05-07,한화,삼성,10,6,1,,,대전,종료
2025-05-09,두산,NC,,,,,,잠실,예정
2025-05-09,SSG,KIA,,,,,,문학,예정
2025-05-09,삼성,LG,,,,,,대구,예정
2025-05-09,KT,롯데,,,,,,수원,예정
2025-05-09,키움,한화,5,7,0,,,고척,종료
2025-05-10,키움,한화,1,9,0,,,고척,종료
2025-05-10,두산,NC,,,,,,잠실,예정
2025-05-10,SSG,KIA,,,,,,문학,예정
2025-05-10,삼성,LG,4,5,0,,,대구,종료
2025-05-10,KT,롯데,,,,,,수원,예정
2025-05-11,삼성,LG,4,7,0,,,대구,종료
2025-05-11,키움,한화,0,8,0,,,고척,종료
2025-05-11,두산,NC,5,11,0,,,잠실,종료
2025-05-11,SSG,KIA,8,4,1,,,문학,종료
2025-05-11,KT,롯데,1,6,0,,,수원,종료
2025-05-13,LG,키움,9,6,1,,,잠실,종료
2025-05-13,SSG,NC,6,3,1,,,문학,종료
2025-05-13,KIA,롯데,4,1,1,,,광주,종료
2025-05-13,한화,두산,3,4,0,,,대전,종료
2025-05-13,삼성,KT,5,3,1,,,포항,종료
2025-05-14,LG,키움,12,0,1,,,잠실,종료
2025-05-14,SSG,NC,3,6,0,,,문학,종료
2025-05-14,KIA,롯데,0,4,0,,,광주,종료
2025-05-14,한화,두산,1,7,0,,,대전,종료
2025-05-14,삼성,KT,2,3,0,,,포항,종료
2025-05-15,LG,키움,6,2,1,,,잠실,종료
2025-05-15,SSG,NC,4,0,1,,,문학,종료
2025-05-15,KIA,롯데,7,6,1,,,광주,종료
2025-05-15,한화,두산,2,8,0,,,대전,종료
2025-05-15,삼성,KT,13,0,1,,,포항,종료
2025-05-16,LG,KT,,,,,,잠실,예정
2025-05-16,롯데,삼성,,,,,,사직,예정
2025-05-16,KIA,두산,,,,,,광주,예정
2025-05-16,한화,SSG,,,,,,대전,예정
2025-05-16,NC,키움,,,,,,울산,예정
2025-05-17,LG,KT,4,12,0,,,잠실,종료
2025-05-17,롯데,삼성,7,5,1,,,사직,종료
2025-05-17,KIA,두산,5,2,1,,,광주,종료
2025-05-17,한화,SSG,1,0,1,,,대전,종료
2025-05-17,NC,키움,3,2,1,,,울산,종료
2025-05-18,LG,KT,5,1,1,,,잠실,종료
2025-05-18,롯데,삼성,6,3,1,,,사직,종료
2025-05-18,KIA,두산,5,4,1,,,광주,종료
2025-05-18,한화,SSG,3,7,0,,,대전,종료
2025-05-18,NC,키움,5,0,1,,,울산,종료
2025-05-20,두산,SSG,3,5,0,,,잠실,종료
2025-05-20,롯데,LG,9,17,0,,,사직,종료
2025-05-20,KT,KIA,5,3,1,,,수원,종료
2025-05-20,키움,삼성,3,6,0,,,고척,종료
2025-05-20,NC,한화,1,4,0,,,울산,종료
2025-05-21,두산,SSG,1,9,0,,,잠실,종료
2025-05-21,롯데,LG,,,,,,사직,예정
2025-05-21,KT,KIA,3,1,1,,,수원,종료
2025-05-21,키움,삼성,1,6,0,,,고척,종료
2025-05-21,NC,한화,5,2,1,,,울산,종료
2025-05-22,두산,SSG,6,5,1,,,잠실,종료
2025-05-22,롯데,LG,11,4,1,,,사직,종료
2025-05-22,KT,KIA,3,8,0,,,수원,종료
2025-05-22,키움,삼성,0,2,0,,,고척,종료
2025-05-22,NC,한화,4,3,1,,,울산,종료
2025-05-23,두산,NC,,,,,,잠실,예정
2025-05-23,SSG,LG,2,3,0,,,문학,종료
2025-05-23,삼성,KIA,6,7,0,,,대구,종료
2025-05-23,키움,KT,5,7,0,,,고척,종료
2025-05-23,한화,롯데,4,2,1,,,대전,종료
2025-05-24,키움,KT,4,10,0,,,고척,종료
2025-05-24,한화,롯데,6,8,0,,,대전,종료
2025-05-24,두산,NC,1,5,0,,,잠실,종료
2025-05-24,SSG,LG,5,4,1,,,문학,종료
2025-05-24,삼성,KIA,8,4,1,,,대구,종료
2025-05-25,두산,NC,5,3,1,,,잠실,종료
2025-05-25,SSG,LG,3,9,0,,,문학,종료
2025-05-25,삼성,KIA,3,2,1,,,대구,종료
2025-05-25,키움,KT,0,2,0,,,고척,종료
2025-05-25,한화,롯데,8,7,1,,,대전,종료
2025-05-27,LG,한화,2,1,1,,,잠실,종료
2025-05-27,SSG,NC,,,,,,문학,예정
2025-05-27,삼성,롯데,7,3,1,,,대구,종료
2025-05-27,KT,두산,2,1,1,,,수원,종료
2025-05-27,KIA,키움,7,5,1,,,광주,종료
2025-05-28,LG,한화,5,6,0,,,잠실,종료
2025-05-28,SSG,NC,13,5,1,,,문학,종료
2025-05-28,삼성,롯데,,,,,,대구,예정
2025-05-28,KT,두산,3,12,0,,,수원,종료
2025-05-28,KIA,키움,13,7,1,,,광주,종료
2025-05-29,LG,한화,3,1,1,,,잠실,종료
2025-05-29,SSG,NC,6,5,1,,,문학,종료
2025-05-29,삼성,롯데,9,3,1,,,대구,종료
2025-05-29,KT,두산,12,2,1,,,수원,종료
2025-05-29,KIA,키움,,,,,,광주,예정
2025-05-30,LG,삼성,3,4,0,,,잠실,종료
2025-05-30,롯데,SSG,6,5,1,,,사직,종료
2025-05-30,NC,한화,1,7,0,,,창원,종료
2025-05-30,KT,KIA,3,1,1,,,수원,종료
2025-05-30,키움,두산,4,9,0,,,고척,종료
2025-05-31,NC,한화,6,9,0,,,창원,종료
2025-05-31,KT,KIA,5,1,1,,,수원,종료
2025-05-31,LG,삼성,2,4,0,,,잠실,종료
2025-05-31,롯데,SSG,1,4,0,,,사직,종료
2025-05-31,키움,두산,1,0,1,,,고척,종료
2025-06-01,키움,두산,1,0,1,,,고척,종료
2025-06-01,LG,삼성,4,6,0,,,잠실,종료
2025-06-01,롯데,SSG,3,4,0,,,사직,종료
2025-06-01,NC,한화,16,5,1,,,창원,종료
2025-06-01,KT,KIA,3,5,0,,,수원,종료
2025-06-03,NC,LG,0,15,0,,,창원,종료
2025-06-03,한화,KT,10,1,1,,,대전,종료
2025-06-03,두산,KIA,3,11,0,,,잠실,종료
2025-06-03,SSG,삼성,6,4,1,,,문학,종료
2025-06-03,롯데,키움,8,0,1,,,사직,종료
2025-06-04,두산,KIA,3,8,0,,,잠실,종료
2025-06-04,SSG,삼성,4,1,1,,,문학,종료
2025-06-04,롯데,키움,6,9,0,,,사직,종료
2025-06-04,NC,LG,6,5,1,,,창원,종료
2025-06-04,한화,KT,4,3,1,,,대전,종료
2025-06-05,두산,KIA,2,1,1,,,잠실,종료
2025-06-05,SSG,삼성,1,3,0,,,문학,종료
2025-06-05,롯데,키움,5,10,0,,,사직,종료
2025-06-05,NC,LG,1,3,0,,,창원,종료
2025-06-05,한화,KT,0,7,0,,,대전,종료
2025-06-06,두산,롯데,5,2,1,,,잠실,종료
2025-06-06,삼성,NC,7,3,1,,,대구,종료
2025-06-06,KT,SSG,10,3,1,,,수원,종료
2025-06-06,KIA,한화,3,2,1,,,광주,종료
2025-06-06,키움,LG,2,1,1,,,고척,종료
2025-06-07,두산,롯데,4,9,0,,,잠실,종료
2025-06-07,삼성,NC,7,11,0,,,대구,종료
2025-06-07,KT,SSG,3,2,1,,,수원,종료
2025-06-07,KIA,한화,2,3,0,,,광주,종료
2025-06-07,키움,LG,4,1,1,,,고척,종료
2025-06-08,키움,LG,2,7,0,,,고척,종료
2025-06-08,두산,롯데,2,4,0,,,잠실,종료
2025-06-08,삼성,NC,1,0,1,,,대구,종료
2025-06-08,KT,SSG,2,3,0,,,수원,종료
2025-06-08,KIA,한화,7,6,1,,,광주,종료
2025-06-10,LG,SSG,2,6,0,,,잠실,종료
2025-06-10,KT,롯데,12,3,1,,,수원,종료
2025-06-10,KIA,삼성,0,8,0,,,광주,종료
2025-06-10,키움,NC,,,,,,고척,예정
2025-06-10,한화,두산,6,2,1,,,대전,종료
2025-06-11,LG,SSG,6,4,1,,,잠실,종료
2025-06-11,KT,롯데,3,4,0,,,수원,종료
2025-06-11,KIA,삼성,6,3,1,,,광주,종료
2025-06-11,키움,NC,1,7,0,,,고척,종료
2025-06-11,한화,두산,9,1,1,,,대전,종료
2025-06-12,LG,SSG,8,6,1,,,잠실,종료
2025-06-12,KT,롯데,7,12,0,,,수원,종료
2025-06-12,KIA,삼성,1,2,0,,,광주,종료
2025-06-12,키움,NC,6,8,0,,,고척,종료
2025-06-12,한화,두산,3,2,1,,,대전,종료
2025-06-13,두산,키움,,,,,,잠실,예정
2025-06-13,SSG,롯데,,,,,,문학,예정
2025-06-13,삼성,KT,,,,,,대구,예정
2025-06-13,NC,KIA,4,1,1,,,창원,종료
2025-06-13,한화,LG,,,,,,대전,예정
2025-06-14,두산,키움,4,1,1,,,잠실,종료
2025-06-14,SSG,롯데,2,4,0,,,문학,종료
2025-06-14,삼성,KT,3,10,0,,,대구,종료
2025-06-14,NC,KIA,8,9,0,,,창원,종료
2025-06-14,한화,LG,,,,,,대전,예정
2025-06-15,두산,키움,3,2,1,,,잠실,종료
2025-06-15,SSG,롯데,1,0,1,,,문학,종료
2025-06-15,삼성,KT,4,16,0,,,대구,종료
2025-06-15,NC,KIA,2,4,0,,,창원,종료
2025-06-15,한화,LG,10,5,1,,,대전,종료
2025-06-17,LG,NC,2,6,0,,,잠실,종료
2025-06-17,롯데,한화,0,6,0,,,사직,종료
2025-06-17,삼성,두산,12,1,1,,,대구,종료
2025-06-17,KIA,KT,10,3,1,,,광주,종료
2025-06-17,키움,SSG,1,11,0,,,고척,종료
2025-06-18,LG,NC,9,8,1,,,잠실,종료
2025-06-18,롯데,한화,6,3,1,,,사직,종료
2025-06-18,삼성,두산,6,3,1,,,대구,종료
2025-06-18,KIA,KT,5,3,1,,,광주,종료
2025-06-18,키움,SSG,3,2,1,,,고척,종료
2025-06-19,LG,NC,0,3,0,,,잠실,종료
2025-06-19,롯데,한화,4,3,1,,,사직,종료
2025-06-19,삼성,두산,8,9,0,,,대구,종료
2025-06-19,KIA,KT,5,0,1,,,광주,종료
2025-06-19,키움,SSG,2,4,0,,,고척,종료
2025-06-20,LG,두산,,,,,,잠실,예정
2025-06-20,SSG,KIA,,,,,,문학,예정
2025-06-20,롯데,삼성,3,1,1,,,사직,종료
2025-06-20,KT,NC,,,,,,수원,예정
2025-06-20,한화,키움,,,,,,대전,예정
2025-06-21,LG,두산,5,6,0,,,잠실,종료
2025-06-21,SSG,KIA,,,,,,문학,예정
2025-06-21,롯데,삼성,,,,,,사직,예정
2025-06-21,KT,NC,7,5,1,,,수원,종료
2025-06-21,한화,키움,,,,,,대전,예정
2025-06-22,LG,두산,13,5,1,,,잠실,종료
2025-06-22,SSG,KIA,4,5,0,,,문학,종료
2025-06-22,롯데,삼성,9,6,1,,,사직,종료
2025-06-22,KT,NC,0,2,0,,,수원,종료
2025-06-22,한화,키움,10,4,1,,,대전,종료
2025-06-24,두산,SSG,5,0,1,,,잠실,종료
2025-06-24,삼성,한화,,,,,,대구,예정
2025-06-24,NC,롯데,,,,,,창원,예정
2025-06-24,KT,LG,5,0,1,,,수원,종료
2025-06-24,키움,KIA,9,6,1,,,고척,종료
2025-06-25,두산,SSG,,,,,,잠실,예정
2025-06-25,삼성,한화,7,2,1,,,대구,종료
2025-06-25,NC,롯데,7,2,1,,,창원,종료
2025-06-25,KT,LG,,,,,,수원,예정
2025-06-25,키움,KIA,3,6,0,,,고척,종료
2025-06-26,두산,SSG,1,4,0,,,잠실,종료
2025-06-26,삼성,한화,1,3,0,,,대구,종료
2025-06-26,NC,롯데,6,7,0,,,창원,종료
2025-06-26,KT,LG,3,4,0,,,수원,종료
2025-06-26,키움,KIA,,,,,,고척,예정
2025-06-27,LG,KIA,4,3,1,,,잠실,종료
2025-06-27,SSG,한화,8,6,1,,,문학,종료
2025-06-27,롯데,KT,8,11,0,,,사직,종료
2025-06-27,NC,두산,10,9,1,,,창원,종료
2025-06-27,키움,삼성,5,4,1,,,고척,종료
2025-06-28,LG,KIA,8,9,0,,,잠실,종료
2025-06-28,SSG,한화,2,5,0,,,문학,종료
2025-06-28,롯데,KT,0,4,0,,,사직,종료
2025-06-28,NC,두산,3,1,1,,,창원,종료
2025-06-28,키움,삼성,9,0,1,,,고척,종료
2025-06-29,키움,삼성,10,7,1,,,고척,종료
2025-06-29,LG,KIA,2,12,0,,,잠실,종료
2025-06-29,SSG,한화,2,0,1,,,문학,종료
2025-06-29,롯데,KT,10,5,1,,,사직,종료
2025-06-29,NC,두산,3,7,0,,,창원,종료
2025-07-01,두산,삼성,1,4,0,,,잠실,종료
2025-07-01,롯데,LG,2,3,0,,,사직,종료
2025-07-01,KT,키움,3,7,0,,,수원,종료
2025-07-01,KIA,SSG,3,2,1,,,광주,종료
2025-07-01,한화,NC,8,4,1,,,대전,종료
2025-07-02,두산,삼성,5,0,1,,,잠실,종료
2025-07-02,롯데,LG,5,2,1,,,사직,종료
2025-07-02,KT,키움,4,2,1,,,수원,종료
2025-07-02,KIA,SSG,5,8,0,,,광주,종료
2025-07-02,한화,NC,0,2,0,,,대전,종료
2025-07-03,두산,삼성,4,6,0,,,잠실,종료
2025-07-03,롯데,LG,2,0,1,,,사직,종료
2025-07-03,KT,키움,6,2,1,,,수원,종료
2025-07-03,KIA,SSG,3,2,1,,,광주,종료
2025-07-03,한화,NC,,,,,,대전,예정
2025-07-04,두산,KT,3,6,0,,,잠실,종료
2025-07-04,삼성,LG,4,1,1,,,대구,종료
2025-07-04,NC,SSG,0,4,0,,,창원,종료
2025-07-04,KIA,롯데,7,5,1,,,광주,종료
2025-07-04,키움,한화,1,2,0,,,고척,종료
2025-07-05,두산,KT,6,2,1,,,잠실,종료
2025-07-05,삼성,LG,7,6,1,,,대구,종료
2025-07-05,NC,SSG,1,6,0,,,창원,종료
2025-07-05,KIA,롯데,13,0,1,,,광주,종료
2025-07-05,키움,한화,4,6,0,,,고척,종료
2025-07-06,키움,한화,1,10,0,,,고척,종료
2025-07-06,두산,KT,8,7,1,,,잠실,종료
2025-07-06,삼성,LG,2,4,0,,,대구,종료
2025-07-06,NC,SSG,3,2,1,,,창원,종료
2025-07-06,KIA,롯데,2,5,0,,,광주,종료
2025-07-08,LG,키움,4,3,1,,,잠실,종료
2025-07-08,SSG,KT,7,1,1,,,문학,종료
2025-07-08,롯데,두산,5,8,0,,,사직,종료
2025-07-08,NC,삼성,10,9,1,,,창원,종료
2025-07-08,한화,KIA,14,8,1,,,대전,종료
2025-07-09,LG,키움,12,6,1,,,잠실,종료
2025-07-09,SSG,KT,3,10,0,,,문학,종료
2025-07-09,롯데,두산,5,4,1,,,사직,종료
2025-07-09,NC,삼성,3,0,1,,,창원,종료
2025-07-09,한화,KIA,7,4,1,,,대전,종료
2025-07-10,LG,키움,3,4,0,,,잠실,종료
2025-07-10,SSG,KT,2,4,0,,,문학,종료
2025-07-10,롯데,두산,0,9,0,,,사직,종료
2025-07-10,NC,삼성,7,5,1,,,창원,종료
2025-07-10,한화,KIA,3,2,1,,,대전,종료
2025-07-17,LG,롯데,,,,,,잠실,예정
2025-07-17,SSG,두산,,,,,,문학,예정
2025-07-17,삼성,키움,,,,,,대구,예정
2025-07-17,KT,한화,,,,,,수원,예정
2025-07-17,KIA,NC,,,,,,광주,예정
2025-07-18,LG,롯데,2,1,1,,,잠실,종료
2025-07-18,SSG,두산,,,,,,문학,예정
2025-07-18,삼성,키움,,,,,,대구,예정
2025-07-18,KT,한화,0,5,0,,,수원,종료
2025-07-18,KIA,NC,,,,,,광주,예정
2025-07-19,LG,롯데,1,6,0,,,잠실,종료
2025-07-19,SSG,두산,0,5,0,,,문학,종료
2025-07-19,삼성,키움,,,,,,대구,예정
2025-07-19,KT,한화,5,6,0,,,수원,종료
2025-07-19,KIA,NC,,,,,,광주,예정
2025-07-20,LG,롯데,3,2,1,,,잠실,종료
2025-07-20,SSG,두산,1,2,0,,,문학,종료
2025-07-20,삼성,키움,15,10,1,,,대구,종료
2025-07-20,KT,한화,0,10,0,,,수원,종료
2025-07-20,KIA,NC,3,2,1,,,광주,종료
2025-07-22,두산,한화,1,2,0,,,잠실,종료
2025-07-22,삼성,SSG,7,5,1,,,대구,종료
2025-07-22,NC,KT,0,7,0,,,창원,종료
2025-07-22,KIA,LG,7,9,0,,,광주,종료
2025-07-22,키움,롯데,6,3,1,,,고척,종료
2025-07-23,두산,한화,13,2,1,,,잠실,종료
2025-07-23,삼성,SSG,9,0,1,,,대구,종료
2025-07-23,NC,KT,2,9,0,,,창원,종료
2025-07-23,KIA,LG,5,6,0,,,광주,종료
